Contributor,Species,Treatment,Co-author?,Biomes,Growth_form,Tree/Shrub/Liana,Evergreen_Deciduous,Wild/Garden/Potted,Life Stage,πtlp (MPa),πtlp SD,πtlp SE,total RWCtlp (%),tot RWCtlp SD,tot RWCtlp SE,LMA (g/m2),SWC,CFT* (mol m-2 MPa-1),πo (MPa),ε (MPa),af,RWCtlp (%),Ψpd (MPa),Ψmin (MPa),Latitude,Longitude,Elevation (m),Site Name,Rehydrated?,Month Collected,Year Collected,Other Env Notes,Methods notes,Reference,Other Notes,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 58",Y,TemperateConifer,W,T,E,Wild,Ad,-2.06561,,,89.064,,,648.23824,1.29021,2.45949,-1.62321,14.60447,0.50239,78.023,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 55.1",Y,TemperateConifer,W,T,E,Wild,Ad,-2.0268,,,88.535,,,634.19544,1.32964,2.6497,-1.53463,13.12093,0.54114,75.015,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 51.9",Y,TemperateConifer,W,T,E,Wild,Ad,-1.87509,,,88.287,,,506.6389,1.32671,2.33395,-1.30141,10.56872,0.62657,68.634,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 46.6",Y,TemperateConifer,W,T,E,Wild,Ad,-2.01946,,,89.645,,,541.39306,1.61592,2.49088,-1.59168,15.19695,0.53117,77.912,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 44.9",Y,TemperateConifer,W,T,E,Wild,Ad,-1.85719,,,89.602,,,538.34898,1.50085,2.51269,-1.42381,13.46881,0.56691,75.992,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 40.9",Y,TemperateConifer,W,T,E,Wild,Ad,-1.94151,,,88.523,,,659.66118,1.32,2.85842,-1.39301,11.84132,0.61437,70.238,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 38.2",Y,TemperateConifer,W,T,E,Wild,Ad,-1.80028,,,89.565,,,536.86183,1.9397,3.35206,-1.45259,13.78555,0.47589,80.089,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 34.8",Y,TemperateConifer,W,T,E,Wild,Ad,-1.71503,,,90.583,,,529.81057,1.74629,2.82196,-1.3088,13.68144,0.61321,75.655,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 27.6",Y,TemperateConifer,W,T,E,Wild,Ad,-1.75691,,,88.683,,,504.91271,1.46655,2.64975,-1.3849,12.05003,0.47883,78.285,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 27",Y,TemperateConifer,W,T,E,Wild,Ad,-1.90736,,,89.924,,,590.02919,1.41595,2.45071,-1.43864,14.08917,0.61083,74.109,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 21.6",Y,TemperateConifer,W,T,E,Wild,Ad,-1.62134,,,91.471,,,592.26673,1.43013,2.47713,-1.16939,13.28441,0.70174,71.405,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 19.5",Y,TemperateConifer,W,T,E,Wild,Ad,-1.7361,,,90.854,,,548.23438,1.7254,2.76726,-1.30158,13.93872,0.65038,73.842,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 70.8",Y,TemperateConifer,W,T,E,Wild,Ad,-1.91996,,,87.708,,,599.8938,1.30813,2.79057,-1.4727,11.70854,0.48341,76.206,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 70.6",Y,TemperateConifer,W,T,E,Wild,Ad,-2.08456,,,86.523,,,589.48567,1.45369,3.07866,-1.658,12.12032,0.3518,79.209,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 69.9",Y,TemperateConifer,W,T,E,Wild,Ad,-1.80776,,,87.928,,,545.16518,1.37362,2.77961,-1.32669,10.61855,0.55505,72.869,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 69",Y,TemperateConifer,W,T,E,Wild,Ad,-2.14666,,,87.809,,,618.5789,1.27892,2.49447,-1.69262,13.70049,0.44388,78.079,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 68.8",Y,TemperateConifer,W,T,E,Wild,Ad,-1.87816,,,89.473,,,622.47142,1.5905,3.08234,-1.49035,13.89721,0.50011,78.942,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 64.5",Y,TemperateConifer,W,T,E,Wild,Ad,-2.16062,,,88.843,,,601.99557,1.46607,2.53011,-1.74671,15.43442,0.4301,80.422,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 62.2",Y,TemperateConifer,W,T,E,Wild,Ad,-1.84616,,,89.575,,,589.44378,1.2922,2.39209,-1.34093,12.47303,0.62951,71.861,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 60.2",Y,TemperateConifer,W,T,E,Wild,Ad,-1.68982,,,92.285,,,500.76919,1.77491,2.25324,-1.34873,17.35132,0.6382,78.675,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 55.3",Y,TemperateConifer,W,T,E,Wild,Ad,-2.1418,,,88.857,,,552.15587,1.34051,2.13975,-1.75903,15.66003,0.39321,81.636,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 52.4",Y,TemperateConifer,W,T,E,Wild,Ad,-1.80906,,,91.038,,,587.33474,1.46602,2.3699,-1.37369,15.12227,0.63859,75.203,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 51.7",Y,TemperateConifer,W,T,E,Wild,Ad,-1.70172,,,90.907,,,574.40228,1.60448,2.73627,-1.28431,13.73095,0.63484,75.099,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 47.6",Y,TemperateConifer,W,T,E,Wild,Ad,-1.81084,,,89.773,,,525.85564,1.35857,2.24313,-1.39712,13.43196,0.56183,76.66,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 46.3",Y,TemperateConifer,W,T,E,Wild,Ad,-1.55019,,,90.333,,,538.28979,1.6649,3.10342,-1.06,10.8036,0.72712,64.573,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 43.7",Y,TemperateConifer,W,T,E,Wild,Ad,-1.81259,,,88.757,,,582.89692,1.47359,2.70881,-1.34362,12.79473,0.61734,70.619,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 39.3",Y,TemperateConifer,W,T,E,Wild,Ad,-1.77047,,,90.166,,,540.52165,1.43213,2.38806,-1.3786,13.78364,0.56658,77.31,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 36.6",Y,TemperateConifer,W,T,E,Wild,Ad,-1.65691,,,92.24,,,522.58158,1.57263,2.13965,-1.23526,15.52799,0.70188,73.969,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 32",Y,TemperateConifer,W,T,E,Wild,Ad,-1.71714,,,90.222,,,542.77631,1.69498,2.90834,-1.31452,13.29594,0.60101,75.492,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 28.5",Y,TemperateConifer,W,T,E,Wild,Ad,-1.51572,,,92.379,,,606.86882,1.47692,2.50383,-1.16226,14.94245,0.68322,75.942,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 23.2",Y,TemperateConifer,W,T,E,Wild,Ad,-1.76181,,,90.323,,,601.37573,1.74735,3.20458,-1.35599,13.81138,0.59382,76.176,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 21.3",Y,TemperateConifer,W,T,E,Wild,Ad,-1.82966,,,89.553,,,553.86523,1.48186,2.60456,-1.46269,13.78535,0.48791,79.598,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 94.4",Y,TemperateConifer,W,T,E,Wild,Ad,-1.72209,,,91.06,,,593.86293,1.38901,2.38025,-1.18568,12.84247,0.72609,67.36,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 94.2",Y,TemperateConifer,W,T,E,Wild,Ad,-2.01946,,,88.161,,,633.114,1.28946,2.65994,-1.37901,11.15774,0.63799,67.296,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 94",Y,TemperateConifer,W,T,E,Wild,Ad,-2.32006,,,85.958,,,494.13396,1.32867,2.20653,-1.76974,12.34056,0.4229,75.668,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 93.4",Y,TemperateConifer,W,T,E,Wild,Ad,-2.31402,,,86.645,,,616.43825,1.32424,2.61693,-1.67824,12.19829,0.52609,71.82,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 93.3",Y,TemperateConifer,W,T,E,Wild,Ad,-2.12315,,,87.435,,,596.80751,1.46949,2.88572,-1.50923,11.60626,0.57791,70.231,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 93.2",Y,TemperateConifer,W,T,E,Wild,Ad,-2.12697,,,87.581,,,645.82957,1.35784,2.84791,-1.41914,10.62813,0.63503,65.973,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 92.9",Y,TemperateConifer,W,T,E,Wild,Ad,-2.15096,,,86.746,,,552.63866,1.40815,2.64759,-1.57045,11.18938,0.54769,70.698,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 90.9",Y,TemperateConifer,W,T,E,Wild,Ad,-2.05732,,,87.379,,,594.22897,1.43671,2.91102,-1.40584,10.65438,0.61569,67.158,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,October,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
